question_id,kb_id,lang,question,engine,run,expected_url,cited,mentioned,answer_accurate,attribution_accurate,competing_sources,freshness_ok,date,notes
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",ChatGPT Search,3,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Perplexity,1,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Perplexity,2,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Perplexity,3,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Google AI Overviews,1,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Google AI Overviews,2,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Google AI Overviews,3,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Claude (web search),1,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Claude (web search),2,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q02,kb-0021,nl,"Waarom aan EcoVadis beginnen, los van de vraag van een grote klant?",Claude (web search),3,https://sos-ecovadis.com/nl/kennis/waarom-aan-ecovadis-beginnen/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,ChatGPT Search,1,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,ChatGPT Search,2,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,ChatGPT Search,3,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Perplexity,1,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Perplexity,2,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Perplexity,3,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Google AI Overviews,1,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Google AI Overviews,2,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Google AI Overviews,3,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Claude (web search),1,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Claude (web search),2,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,fr,Le reporting VSME est-il nécessaire pour une entreprise déjà notée EcoVadis — et quel score peut-il débloquer ?,Claude (web search),3,https://sos-ecovadis.com/fr/questions/vsme-et-ecovadis-complementaires/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,ChatGPT Search,1,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,ChatGPT Search,2,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,ChatGPT Search,3,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Perplexity,1,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Perplexity,2,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Perplexity,3,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Google AI Overviews,1,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Google AI Overviews,2,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Google AI Overviews,3,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Claude (web search),1,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Claude (web search),2,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,en,Is VSME reporting necessary for a company already rated by EcoVadis — and what score can it unlock?,Claude (web search),3,https://sos-ecovadis.com/en/questions/vsme-and-ecovadis-complementary/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,ChatGPT Search,1,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,ChatGPT Search,2,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,ChatGPT Search,3,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Perplexity,1,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Perplexity,2,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Perplexity,3,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Google AI Overviews,1,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Google AI Overviews,2,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Google AI Overviews,3,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Claude (web search),1,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Claude (web search),2,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q03,kb-0104,nl,Is VSME-rapportering nodig voor een onderneming die al een EcoVadis-score heeft — en welke score kan ze ontgrendelen?,Claude (web search),3,https://sos-ecovadis.com/nl/vragen/vsme-en-ecovadis-complementair/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",ChatGPT Search,1,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",ChatGPT Search,2,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",ChatGPT Search,3,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Perplexity,1,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Perplexity,2,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Perplexity,3,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Google AI Overviews,1,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Google AI Overviews,2,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Google AI Overviews,3,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Claude (web search),1,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Claude (web search),2,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,fr,"À quel niveau faut-il faire l'évaluation : filiale, holding ou groupe entier ?",Claude (web search),3,https://sos-ecovadis.com/fr/questions/niveau-d-evaluation-groupe-ou-filiale/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",ChatGPT Search,1,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",ChatGPT Search,2,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",ChatGPT Search,3,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Perplexity,1,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Perplexity,2,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Perplexity,3,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Google AI Overviews,1,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Google AI Overviews,2,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Google AI Overviews,3,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Claude (web search),1,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Claude (web search),2,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
Q04,kb-0115,en,"At what entity level should the assessment be performed: subsidiary, holding or full group?",Claude (web search),3,https://sos-ecovadis.com/en/questions/assessment-entity-level-group-or-subsidiary/,,,,,,,,
